% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=558952, Fri Jun  5 09:05:24 2015
1 14 9.43931774361 1.0000483345 6426.58635567 6.4265863556671511e+03 21817.5755826 117900.508321   
2 28 9.06834864503 1.07489598192 4349.37696576 4.3493769657579596e+03 29173.6267282 157223.0723   
3 42 8.74931646313 1.08792907151 4349.37696576 8.3936596281900420e+03 23739.0491646 126494.38928   
4 56 8.61913932526 1.09746765332 4349.37696576 8.9870703328672680e+03 14606.8609885 134411.902001   
5 70 8.43583345094 1.12466086068 4349.37696576 8.5518065047387281e+03 20147.1032063 41066.1124883   
6 84 8.26412411144 1.14721468735 4349.37696576 1.2709028264383243e+04 15946.736298 65567.0569886   
7 98 8.10340109582 1.17044144153 4349.37696576 1.0715660718002971e+04 19814.9117865 79062.9697091   
8 112 7.91810819871 1.20048631323 4349.37696576 8.9273398971449133e+03 22533.2799383 68795.9625045   
9 126 7.81038275951 1.203376119 4349.37696576 7.8663560795749754e+03 15453.5171853 78360.547645   
10 140 7.62717760954 1.22467683549 4349.37696576 9.5632772631997577e+03 14590.1828497 30126.2938132   
11 154 7.53999970376 1.2336514422 4349.37696576 1.1326785548019790e+04 19017.9994327 34453.5963214   
12 168 7.26885942479 1.24738666164 4349.37696576 1.0159494993027944e+04 14674.8862614 31683.4129203   
13 182 7.02216128579 1.24434273954 4349.37696576 7.3433181838470982e+03 11786.9256382 19396.0548981   
14 196 6.85648705704 1.25451129947 4349.37696576 7.9263769543729286e+03 15156.5985473 56189.3793012   
15 210 6.68680775641 1.27755460276 4349.37696576 8.0266141538907323e+03 14378.8309294 39361.0162668   
16 224 6.44630349809 1.29538878929 4175.28333925 4.1752833392521579e+03 16744.3466435 44172.8214206   
17 238 6.1822673565 1.29789420268 4175.28333925 6.5972815588158328e+03 10503.8302871 51845.8632748   
18 252 6.00807159184 1.3034280984 4175.28333925 5.0855032631039348e+03 11020.5491223 20755.5497091   
19 266 5.80684362748 1.30281152524 4175.28333925 5.3204225773335947e+03 12700.9641555 38540.4842347   
20 280 5.61675837433 1.30525497037 4175.28333925 5.6174886759045639e+03 12300.9765658 38450.911369   
21 294 5.47600123265 1.3192807549 4175.28333925 5.1028781646088819e+03 12896.0246322 69934.3692873   
22 308 5.36597580457 1.32815123982 3433.92118523 3.4339211852267240e+03 9864.93721885 44336.3840052   
23 322 5.286166066 1.3355379492 3433.92118523 4.1690577146515780e+03 8716.45102701 18722.486273   
24 336 5.21747986407 1.33230147878 3127.43865055 3.1274386505526027e+03 8454.3248822 31533.5726443   
25 350 5.0488188014 1.33465784978 2961.23378021 2.9612337802050283e+03 5917.93437053 11713.6302582   
26 364 4.89741772185 1.35139410242 2961.23378021 3.3001411296141760e+03 5143.96380648 24578.5975948   
27 378 4.75606614518 1.35628718402 2863.25348643 2.8632534864312629e+03 6754.02806404 22907.5181265   
28 392 4.59817836013 1.3741195031 2863.25348643 2.9835896136629099e+03 7732.39153544 25754.4266332   
29 406 4.46614129471 1.4135776938 2863.25348643 3.1162649574407860e+03 6888.63443434 22617.57198   
30 420 4.31225730088 1.41209654612 2629.37953559 2.6293795355890725e+03 5857.45834478 15890.1135105   
31 434 4.18459676573 1.42549178894 1864.24517775 1.8642451777476338e+03 3568.52630253 13723.3110787   
32 448 4.05427246555 1.43420730934 1520.96279499 1.5209627949874653e+03 4167.11089715 13993.7787237   
33 462 3.97166481907 1.43490459601 1520.96279499 1.9770753639584145e+03 2857.02729129 12776.744247   
34 476 3.94701463633 1.45265707307 1520.96279499 2.3718938820634894e+03 6144.84006047 10827.843384   
35 490 3.90065485969 1.47032526142 1520.96279499 2.3125919406233816e+03 3859.50461316 14303.8682128   
