%  columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=558952, Fri Jun  5 09:05:24 2015
1 14 -0.0116222266302 -1.63438573073e-06 6.0922447154e-06 0.00851749273147 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 28 -0.0151151276791 -2.49296697951e-06 1.81955876064e-05 0.0171003912002 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 42 -0.0213326192468 -3.56172435199e-06 1.51629711734e-05 0.022822635509 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 56 -0.0263457494008 -1.76310292488e-05 2.0398392715e-06 0.0237325985694 0.955587882991 0.960829421663 0.965631728885 0.967149798786 0.970794816372 0.977984818023 0.982683748332 0.986434085164 0.986901117203 0.99210433489 0.992948805433 0.993816202124 0.996254422597 0.997747975803 0.999328947494 1.00131264399 1.00273990268 1.00414357303 1.00479194796 1.00748015012 1.00772872192 1.00950029787 1.01173908333 1.0144839517 1.01652956952 1.01926506233 1.02673195518 1.03808191687 1.04004503889 1.06090077057
5 70 -0.0323027093091 -0.000101754863824 9.4694977261e-06 0.0293838480617 0.955587882991 0.960829421663 0.965631728885 0.967149798786 0.970794816372 0.977984818023 0.982683748332 0.986434085164 0.986901117203 0.99210433489 0.992948805433 0.993816202124 0.996254422597 0.997747975803 0.999328947494 1.00131264399 1.00273990268 1.00414357303 1.00479194796 1.00748015012 1.00772872192 1.00950029787 1.01173908333 1.0144839517 1.01652956952 1.01926506233 1.02673195518 1.03808191687 1.04004503889 1.06090077057
6 84 -0.0391432860129 -1.54998667433e-05 2.85985747146e-05 0.032096820442 0.94542876682 0.951770385392 0.958994974993 0.962743116949 0.964601312391 0.971391892633 0.97306397836 0.976450354311 0.981529933548 0.9858619943 0.992432765049 0.99366860497 0.994255781347 0.995960867707 0.996980459322 0.998905181134 1.0020031497 1.00479022975 1.00755377198 1.0104971725 1.01277025466 1.01356895 1.01565324123 1.01822211051 1.02086435112 1.0253764776 1.03222624673 1.04302686566 1.04611148079 1.0894739803
7 98 -0.0392333751182 -5.71026085509e-06 3.55855078437e-05 0.0363807839797 0.94542876682 0.951770385392 0.958994974993 0.962743116949 0.964601312391 0.971391892633 0.97306397836 0.976450354311 0.981529933548 0.9858619943 0.992432765049 0.99366860497 0.994255781347 0.995960867707 0.996980459322 0.998905181134 1.0020031497 1.00479022975 1.00755377198 1.0104971725 1.01277025466 1.01356895 1.01565324123 1.01822211051 1.02086435112 1.0253764776 1.03222624673 1.04302686566 1.04611148079 1.0894739803
8 112 -0.0382581530282 -0.000142769447488 6.82757350219e-05 0.0494946245406 0.927517766887 0.944845794681 0.946414059537 0.957805149727 0.960407000793 0.966277957315 0.966737623319 0.972182338623 0.975491626554 0.978573224936 0.985606532727 0.989200301507 0.993434817593 0.994640765195 0.998637746019 0.998784725802 1.00367464816 1.00461022625 1.00532878029 1.0117302481 1.01450412891 1.01544766995 1.01901300376 1.02347260105 1.03463523302 1.03704558552 1.03862101473 1.05268413054 1.05630395544 1.10552246898
9 126 -0.0367014329939 -1.41814325564e-05 0.000194901511402 0.0452265148518 0.927517766887 0.944845794681 0.946414059537 0.957805149727 0.960407000793 0.966277957315 0.966737623319 0.972182338623 0.975491626554 0.978573224936 0.985606532727 0.989200301507 0.993434817593 0.994640765195 0.998637746019 0.998784725802 1.00367464816 1.00461022625 1.00532878029 1.0117302481 1.01450412891 1.01544766995 1.01901300376 1.02347260105 1.03463523302 1.03704558552 1.03862101473 1.05268413054 1.05630395544 1.10552246898
10 140 -0.0393508261856 -1.82684963465e-06 0.000458183195738 0.0483417915968 0.915694694111 0.926969118918 0.942802839423 0.952602131114 0.956235873429 0.959045696051 0.964900599859 0.969587508309 0.974294546604 0.977497037792 0.980744201622 0.98679369021 0.987562280578 0.993923655748 0.995679229841 0.998300093326 1.00422768901 1.00638343827 1.00846300782 1.01358761488 1.01619223172 1.01890227363 1.02372078301 1.02980643373 1.03588919271 1.04290684616 1.05366658641 1.06234457244 1.06978105989 1.10462907238
11 154 -0.0490122405107 -4.3073391275e-06 4.43490162228e-05 0.0436582042994 0.915694694111 0.926969118918 0.942802839423 0.952602131114 0.956235873429 0.959045696051 0.964900599859 0.969587508309 0.974294546604 0.977497037792 0.980744201622 0.98679369021 0.987562280578 0.993923655748 0.995679229841 0.998300093326 1.00422768901 1.00638343827 1.00846300782 1.01358761488 1.01619223172 1.01890227363 1.02372078301 1.02980643373 1.03588919271 1.04290684616 1.05366658641 1.06234457244 1.06978105989 1.10462907238
12 168 -0.0520790934906 -6.56287993187e-05 1.06448833949e-06 0.0487010032502 0.902009086672 0.912350907652 0.931796400895 0.946231297333 0.950247606318 0.954417845179 0.96241464214 0.968305675637 0.973851670612 0.979289623146 0.982953290326 0.984831552313 0.987859076163 0.988276691605 0.995621366055 0.998446378635 1.00225593471 1.00723229911 1.01215086339 1.01272606849 1.01415560136 1.0176398561 1.02654294371 1.03758441226 1.04321148532 1.0501753956 1.05499044387 1.06047806895 1.0972968544 1.1099762537
13 182 -0.0549747712226 -7.83568221595e-05 5.54776820605e-05 0.0502854710266 0.902009086672 0.912350907652 0.931796400895 0.946231297333 0.950247606318 0.954417845179 0.96241464214 0.968305675637 0.973851670612 0.979289623146 0.982953290326 0.984831552313 0.987859076163 0.988276691605 0.995621366055 0.998446378635 1.00225593471 1.00723229911 1.01215086339 1.01272606849 1.01415560136 1.0176398561 1.02654294371 1.03758441226 1.04321148532 1.0501753956 1.05499044387 1.06047806895 1.0972968544 1.1099762537
14 196 -0.0599114473206 -0.000221134813561 0.000150803988752 0.0541047064176 0.901489266276 0.915582854552 0.922521824942 0.936387636144 0.942421745823 0.952261087859 0.958633251346 0.965074244161 0.971510772886 0.972440564707 0.977774418275 0.979385203878 0.982310200705 0.991849783948 0.994418666732 0.996803663083 1.00250159791 1.00433479216 1.00898215038 1.0143268856 1.02011113587 1.02115230008 1.02818292219 1.03895266934 1.04592286013 1.05840973959 1.06440396063 1.07169017971 1.09632168802 1.12330203636
15 210 -0.0656923211839 -0.000134158567515 6.54666242869e-05 0.0532721375636 0.901489266276 0.915582854552 0.922521824942 0.936387636144 0.942421745823 0.952261087859 0.958633251346 0.965074244161 0.971510772886 0.972440564707 0.977774418275 0.979385203878 0.982310200705 0.991849783948 0.994418666732 0.996803663083 1.00250159791 1.00433479216 1.00898215038 1.0143268856 1.02011113587 1.02115230008 1.02818292219 1.03895266934 1.04592286013 1.05840973959 1.06440396063 1.07169017971 1.09632168802 1.12330203636
16 224 -0.068330546625 -0.000124618476803 0.000149110300615 0.0528097106911 0.886472373874 0.913494248346 0.923580285952 0.928973205383 0.93587751685 0.949033338606 0.951020627755 0.96326354831 0.967036236101 0.968483514921 0.970183674893 0.978023297858 0.985794828688 0.993319026603 0.995296675226 0.999024374253 1.0019102096 1.00395216153 1.00861352138 1.01517131183 1.02047752717 1.02360135036 1.02717398282 1.04371386468 1.05100256046 1.06271192344 1.06815318688 1.08358146712 1.09791187572 1.13541181478
17 238 -0.0739381126959 -0.000128570769944 6.75610910799e-05 0.0617023947267 0.886472373874 0.913494248346 0.923580285952 0.928973205383 0.93587751685 0.949033338606 0.951020627755 0.96326354831 0.967036236101 0.968483514921 0.970183674893 0.978023297858 0.985794828688 0.993319026603 0.995296675226 0.999024374253 1.0019102096 1.00395216153 1.00861352138 1.01517131183 1.02047752717 1.02360135036 1.02717398282 1.04371386468 1.05100256046 1.06271192344 1.06815318688 1.08358146712 1.09791187572 1.13541181478
18 252 -0.0779284809805 -0.000166553640021 0.000203210740357 0.0617233583149 0.883960288189 0.902666929032 0.916442853117 0.918960902528 0.923933374457 0.950442848618 0.95644860367 0.961273360834 0.966791833886 0.968011071223 0.973762976036 0.977762756516 0.986707437428 0.989129295738 0.995865402585 0.998579839284 1.00371767496 1.00584937616 1.01476340249 1.01767563463 1.02164397481 1.02698109653 1.03256308232 1.04222375889 1.05067050179 1.05945300605 1.07349694503 1.08385779716 1.10474704466 1.13901634991
19 266 -0.0803730301039 -0.000185986207565 2.42647754094e-06 0.0635085870846 0.883960288189 0.902666929032 0.916442853117 0.918960902528 0.923933374457 0.950442848618 0.95644860367 0.961273360834 0.966791833886 0.968011071223 0.973762976036 0.977762756516 0.986707437428 0.989129295738 0.995865402585 0.998579839284 1.00371767496 1.00584937616 1.01476340249 1.01767563463 1.02164397481 1.02698109653 1.03256308232 1.04222375889 1.05067050179 1.05945300605 1.07349694503 1.08385779716 1.10474704466 1.13901634991
20 280 -0.0775578575762 -1.72496469877e-05 0.000114922097906 0.0665169240484 0.882553914277 0.903448405637 0.912139032601 0.914085965294 0.92487281803 0.945052351001 0.947466628291 0.951343278695 0.961615612936 0.968275604044 0.973224587348 0.973512394656 0.986483341863 0.993014422131 0.996316220468 1.00103318158 1.00474186974 1.01220441573 1.01574172767 1.0203221077 1.02161004833 1.02714550469 1.03697443434 1.04660933964 1.05103904292 1.05924418366 1.074657921 1.0913196818 1.10256614697 1.14476925778
21 294 -0.0827598986454 -2.76670010106e-06 0.000116261494138 0.0676784792868 0.882553914277 0.903448405637 0.912139032601 0.914085965294 0.92487281803 0.945052351001 0.947466628291 0.951343278695 0.961615612936 0.968275604044 0.973224587348 0.973512394656 0.986483341863 0.993014422131 0.996316220468 1.00103318158 1.00474186974 1.01220441573 1.01574172767 1.0203221077 1.02161004833 1.02714550469 1.03697443434 1.04660933964 1.05103904292 1.05924418366 1.074657921 1.0913196818 1.10256614697 1.14476925778
22 308 -0.0855287735831 -4.87229582036e-05 0.000189461412449 0.0716347959896 0.873262806789 0.894822459411 0.900159588798 0.914399891864 0.922711533273 0.942919650307 0.949468513122 0.954119672445 0.957950843699 0.96249720909 0.969466577992 0.974745178001 0.983690005365 0.990571752518 0.998194669547 0.999129672684 1.00322407272 1.00982828452 1.01724487583 1.01896151929 1.0244665704 1.03150441518 1.03759660882 1.05187891796 1.05379346138 1.0566996006 1.07943388523 1.09732738668 1.11257846174 1.15337121307
23 322 -0.0881256130324 -0.000268462076148 3.60704306626e-05 0.0820677921175 0.873262806789 0.894822459411 0.900159588798 0.914399891864 0.922711533273 0.942919650307 0.949468513122 0.954119672445 0.957950843699 0.96249720909 0.969466577992 0.974745178001 0.983690005365 0.990571752518 0.998194669547 0.999129672684 1.00322407272 1.00982828452 1.01724487583 1.01896151929 1.0244665704 1.03150441518 1.03759660882 1.05187891796 1.05379346138 1.0566996006 1.07943388523 1.09732738668 1.11257846174 1.15337121307
24 336 -0.0832071780794 -0.000129400195845 0.000215296436064 0.0810054378038 0.874803682676 0.881888161365 0.894654314919 0.911913132247 0.918903281243 0.933807186345 0.944157639155 0.949506720019 0.958124528537 0.961109567407 0.969697396933 0.975786943772 0.98255148517 0.989976556641 0.995979350914 1.00047511856 1.00640990306 1.01231486739 1.01511596788 1.01658032622 1.02897551104 1.03619337094 1.04780065932 1.0530944599 1.05833414648 1.06413156644 1.07521178674 1.09739735928 1.12204425829 1.15339447358
25 350 -0.0794239673863 -0.000350944670279 0.000113091129963 0.0857076722171 0.874803682676 0.881888161365 0.894654314919 0.911913132247 0.918903281243 0.933807186345 0.944157639155 0.949506720019 0.958124528537 0.961109567407 0.969697396933 0.975786943772 0.98255148517 0.989976556641 0.995979350914 1.00047511856 1.00640990306 1.01231486739 1.01511596788 1.01658032622 1.02897551104 1.03619337094 1.04780065932 1.0530944599 1.05833414648 1.06413156644 1.07521178674 1.09739735928 1.12204425829 1.15339447358
