% # iter+eval+sigma+0+fitness+xbest, seed=558952, Fri Jun  5 09:05:24 2015
1 14 9.43931774361 0 6426.58635567 -1.20821180284 0.219283777713 7.35732541339 18.0505870438 12.6775221281 -12.2885237179 6.73366182699 2.55437884958 -4.42573919935 -13.8891210615 -2.71390751507 -2.48591953186 3.27846025257 12.3716589244 19.3148367279 -0.607255708924 2.45670195579 5.14649600398 7.05468373939 -14.8063518096 7.48172118203 7.36810374854 0.969719729711 0.94779545033 12.9340599039 3.64187438348 -9.53728078678 -1.72805165981 11.7509531265 -18.6498205812
2 28 9.06834864503 0 4349.37696576 6.85070893598 7.03462496711 4.33715320572 7.71003582507 5.19231315663 -7.48833495162 12.5823814153 -2.42229267918 0.301884625082 6.87429764111 -16.1949407593 -0.969264344035 -0.432845916238 12.1262439465 9.72097897843 9.100589041 8.96779902293 17.6710095599 -1.21611892806 0.76252870666 15.6889866473 -14.6565556939 4.84389294982 3.1905492904 2.73473019776 15.9940293639 -20.2992335416 5.42606324545 0.654026015476 -18.526477479
3 42 8.74931646313 0 8393.65962819 3.39189744141 -13.7477321794 0.810610967841 -1.38488376567 9.74729962559 -7.83789286337 -1.33732734549 22.5394611567 -9.3191780099 -8.98916692253 -7.26648263596 17.5422199335 -8.17600439967 -2.41384237925 12.8713034835 -0.612181240709 13.7067986847 6.34044453268 -3.28296824723 8.92158143874 17.7187080977 -12.8405274997 19.1150220185 -8.45330945015 -1.94800379828 -0.71902059955 -16.9670600669 1.15146550837 -13.7634203425 -11.5278742738
4 56 8.61913932526 0 8987.07033287 13.3976515753 3.53872434976 9.60217200342 -5.44777879413 0.512735786418 -6.34140500102 16.8122538153 8.93691465993 -2.62886573191 9.58162145487 -14.406518428 11.1634625967 -7.72387883322 7.00896767084 8.80966296651 10.7512527299 14.1820599329 8.9940728318 -7.0564215232 -15.5985169929 12.654079676 -22.4654985064 10.7277811997 2.81575435901 5.01041112998 24.5614892376 -8.61848822455 -5.65296220445 -9.22688149772 -7.33751340033
5 70 8.43583345094 0 8551.80650474 -10.299522139 0.870194263323 3.86787744136 20.9729319113 3.01643367489 -10.9575504984 2.89135630755 1.9877292833 0.138928018003 5.2249150328 -13.1042072082 9.07168235494 -7.31499492648 16.7827627589 10.1578336934 5.15471814173 -7.88030251141 14.8344854271 2.61261783989 2.98759583735 14.6391463639 -21.486178931 9.4794328295 3.70462866813 -16.8532693106 19.3259758049 -16.6445601059 -4.7990417467 -3.80101110852 -21.3010172542
6 84 8.26412411144 0 12709.0282644 5.38951239849 9.71887516817 6.88812213834 -3.64103916878 0.443231027325 0.435495772616 17.5231486358 -6.30655582419 -1.06430579791 3.22252062804 -2.46197979438 9.52084930702 -6.48732938795 17.9395254394 22.9512813196 10.7408566707 -2.49748992228 18.0071503514 0.518077837464 15.0647582779 12.7710409478 -14.6873754194 14.0578771442 -0.696629977826 -6.29137147462 17.4251066733 -8.80566006309 -12.2261332986 -3.3073221322 -33.259220302
7 98 8.10340109582 0 10715.660718 -4.76584324071 13.3385196677 4.50114402163 2.6044087266 -17.037560483 -3.16209562097 27.8596606798 1.00309053982 4.40414757467 28.6941375918 -2.39432965041 17.8970323851 -7.37685010488 16.8942516743 14.635257144 21.2900256333 -11.4179852942 9.46890525346 -6.29702961952 8.92723318377 7.66917226196 -5.34183378608 18.3821407094 2.85074929971 -17.0222425829 13.8857099723 -5.02234430902 -5.61238744487 -3.87194872051 -8.83457816703
8 112 7.91810819871 0 8927.33989714 -8.2224702944 3.552795791 2.4815482804 -11.8821233016 -22.2004747388 -3.4133576537 21.3347238624 7.58594823665 10.6687421169 23.0938372684 -2.23629991303 8.61703302994 5.38341469218 16.0880911479 10.0484111095 7.00294269645 11.1527364093 -4.10787883376 -3.3247681636 0.555122660527 8.60621304878 0.848431295936 6.08726046336 8.55375581608 -5.49280757678 21.8766874734 -0.820605780467 -4.34203553276 -3.80976145301 -25.4632318635
9 126 7.81038275951 0 7866.35607957 -3.4181481803 10.0386757648 7.30787566828 -7.65086401644 -3.27113798061 -4.70625959096 26.8348136951 13.1950176379 -1.85905798721 21.9949726469 9.4915247046 11.3251568941 3.57366181063 11.9063476954 0.449401810782 -11.9540635444 3.43895240048 2.41490815669 -18.486369267 9.06963835566 11.6361308256 12.2284193678 -9.38875231682 13.0034301394 -5.19626037144 11.5882086303 -17.0186741239 8.20729709899 -3.57455116848 -15.1950353067
10 140 7.62717760954 0 9563.2772632 -5.90862846382 6.42753367671 2.42693211826 -4.17289082385 -0.807162998285 -6.74821973085 7.90228174679 8.96923466118 -8.39569190327 19.0208860675 21.7429202024 12.4945532833 -8.7730051917 23.7230028176 -0.914576637354 0.0246235386618 3.19766319972 8.82072225184 -5.00649761323 7.58673410231 14.0242034199 -9.68256899527 7.06863802082 10.3196483756 -19.3759996898 9.19902039995 -10.0029989633 5.7856216846 2.85999993404 -31.7418656422
