% # columns="iteration, evaluation, void, void, void, xmean", seed=190360, Sun Mar 22 16:15:38 2015 # scaling_of_variables: 1, typical_x: 0
0 0 0 0.0 nan 0.1 0.1 0.1 0.1 0.1
1 8 0 0.0 nan 24.6963818289 0.108039764011 0.0159399856879 0.0516677076898 0.0514521716363
2 16 0 0.0 nan 40.6204822319 0.054837324754 -0.0162107751689 0.0660358434128 0.0576101980864
3 24 0 0.0 nan 74.0865271678 0.0117295544072 -7.94991220751e-05 -0.0149860139566 0.0407937875018
4 32 0 0.0 nan 68.6715685708 0.0520314228641 -0.0235896742591 0.00988182007858 0.014393688833
5 40 0 0.0 nan 58.5270229451 0.00435446791528 0.0289231645685 0.0483413243195 -0.00831684249861
6 48 0 0.0 nan 51.2296585586 0.0109330702909 0.0833781181322 0.0634390191787 0.0115995070463
7 56 0 0.0 nan 64.3363894263 0.0223067904539 0.0179339173069 -0.0105542999176 -0.0199237637833
8 64 0 0.0 nan -8.18047498896 0.0613995664713 -0.00827968987812 -0.00584707120731 -0.0116629413421
9 72 0 0.0 nan -7.08215779896 -0.00771418017238 -0.00676048983005 0.0323243428932 -0.0198964909602
10 80 0 0.0 nan -1.89814901334 0.00373745629666 -0.0324898636881 0.0167428091635 -0.0126983578052
11 88 0 0.0 nan -24.7152751206 0.0131383201676 -0.0200549541045 -0.0018194750375 -0.0237936754195
12 96 0 0.0 nan -30.1974138352 0.00326271048862 -0.00759339895902 -0.013074004115 -0.0288748151823
13 104 0 0.0 nan -10.2295139556 -0.0105429279699 -0.00779267037035 0.00397808484101 -0.0175832652119
14 112 0 0.0 nan -3.70877132694 0.00722401646347 0.000327175235608 0.0136751325922 -0.00286608193353
15 120 0 0.0 nan 9.07488281434 0.00604782051926 0.000684331699185 -0.0118909500894 -0.0126569178571
16 128 0 0.0 nan 4.92799948618 0.0247655001867 -0.0122810070521 -0.00816387193745 -0.0131718308929
17 136 0 0.0 nan 2.54777921181 -0.00334594922401 -0.00560753801278 -0.000758381514137 -0.00751043913207
